Sample File,C:\Users\VanceLab\Desktop\CASA_InLab_Sp23\Wall_Loss\SMPS_20230126_Wall_Loss_Dry.S82,
AIM Version,10.3.1.0
Classifier Model,3082       ,Classifier S/N,3082021905001   ,Classifier Firmware Version,2.60
Neutralizer Model,3088,Neutralizer S/N,3088011906004
Impactor (cm),0.071,Impactor S/N,7100764
DMA Model,3081,DMA S/N,3081A1903007
DMA Inner Radius (cm),0.937
DMA Outer Radius (cm),1.961
DMA Characteristic Length (cm),44.369
HV Polarity,NEG,
Detector Model,3750,Detector S/N,3750190603,Nano Enhancer , None
Detector Sample Flow (L/min),1.00,Detector Inlet Flow (L/min),1.00
Reference Gas Viscosity (Pa*s),1.832450e-005
Reference Mean Free Path (m),6.730000e-008
Reference Gas Temperature (K),296.15
Reference Gas Pressure (kPa),101.30
Sutherland Constant (K),110.40
Tube Length (cm),25.40
Tube Diameter (cm),0.48
Channels/Decade,64
Multiple Charge Correction,TRUE
Nanoparticle Agglomerate Mobility Analysis,FALSE
Diffusion Correction,TRUE
Units,dw/dlogDp
Weight,Number
Sample #,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87
 37.2,2.977,0.000,3.373,0.000,6.492,0.000,116.047,103.351,72.318,76.624,42.851,49.191,47.960,13190.734,10550.870,99949.554,42671.869,22775.992,12492.678,7944.964,5371.896,3138.217,2342.688,1390.717,1147.168,829.446,527.570,486.596,355.619,168.954,193.255,162.543,196.811,133.479,69.956,19.319,39.411,99.968,26.798,37.441,30.028,34.498,34.863,17.997,0.000,11.669,23.821,26.690,0.000,0.000,25.594,0.000,4.969,17.352,4.957,9.075,15.267,10.951,0.000,7.003,0.000,0.000,4.060,4.003,0.000,1.882,8.968,2.600,2.043,0.000,4.608,0.000,7.961,1.237,0.000,0.000,0.000,0.000,7.317,0.000,0.000,0.000,0.000,0.000,0.272,0.706,0.842
 38.5,0.000,6.470,2.323,0.000,0.000,3.078,161.958,58.659,67.493,52.234,53.443,48.243,47.541,14317.679,10194.851,106524.693,45801.479,24801.249,14400.931,9255.926,5857.471,4004.497,2776.568,1888.541,1271.811,1022.348,690.193,481.387,409.258,229.289,316.834,291.566,233.732,132.995,86.687,139.884,56.979,76.867,17.554,25.840,25.095,9.203,9.081,0.000,0.000,31.937,10.110,32.489,17.366,0.000,29.006,10.689,0.000,7.465,16.396,2.725,6.712,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.669,4.581,1.276,2.891,0.000,9.828,0.000,7.985,0.000,0.000,0.000,5.676,0.000,9.931,3.012,1.613,0.000,2.095,1.332,9.066,0.000,0.000,4.735
 40.0,5.881,2.950,0.684,0.000,3.106,0.000,108.867,66.697,40.119,60.181,71.280,43.589,39.724,16197.355,10220.975,111923.764,51029.923,28140.450,16602.943,10461.315,7028.753,4671.180,3304.299,2251.423,1618.653,1207.725,966.970,737.225,570.068,408.977,368.821,259.431,254.866,221.303,147.400,88.534,101.451,89.557,58.005,37.141,28.199,0.000,1.549,4.045,30.076,0.000,17.862,0.000,2.462,7.764,1.583,3.662,0.000,16.047,0.000,0.000,0.000,0.561,0.000,0.000,6.869,0.000,0.000,0.000,2.186,0.000,6.145,2.816,0.458,4.841,0.000,0.000,0.535,0.580,7.356,7.940,5.896,2.002,2.408,0.000,0.000,4.026,0.000,0.000,0.000,0.000,0.000
 41.4,2.640,5.935,0.000,3.014,2.935,2.937,153.149,62.308,56.025,57.664,49.593,47.310,20.026,18133.413,10172.634,122473.836,56688.400,31298.672,18925.242,12119.830,8312.774,5582.844,4271.863,2770.985,2069.855,1619.943,1155.735,904.793,818.345,476.690,437.762,283.655,206.418,223.617,217.811,123.943,26.705,98.162,88.705,92.306,27.427,0.000,2.478,13.221,15.504,12.240,0.000,0.000,0.000,0.000,0.000,9.171,3.733,0.000,0.000,0.000,0.000,0.000,11.819,0.000,0.000,0.000,16.262,0.000,0.000,0.000,0.000,0.000,0.000,5.573,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.116,3.157,0.000,0.000,0.000,2.871,0.000,0.000,0.000,7.463
 42.9,11.883,0.000,2.692,0.000,2.984,0.000,124.469,63.091,50.687,37.550,35.898,39.733,38.245,19035.004,9473.299,129313.082,60726.870,35279.737,21848.222,13600.618,9767.231,6908.298,4965.207,3184.605,2758.886,1991.327,1661.374,1020.305,875.141,722.554,604.192,424.462,411.898,185.798,182.987,120.198,96.049,140.714,130.176,78.495,50.562,0.000,35.751,0.000,4.698,0.000,0.000,17.116,0.000,18.461,0.000,28.606,4.844,0.000,33.991,0.000,0.000,0.000,0.000,0.000,1.954,0.000,0.000,0.000,0.000,11.363,0.000,0.000,0.000,1.812,0.000,0.000,0.000,0.000,0.000,0.000,5.694,0.000,0.000,5.634,0.000,0.000,7.767,0.000,0.000,0.000,0.000
 44.5,2.721,0.000,0.000,2.895,0.000,2.729,101.792,47.064,39.637,24.505,48.234,39.630,26.350,17736.191,9413.943,138896.516,65235.740,38669.494,23330.457,16076.681,11321.702,8080.287,5962.139,3924.290,3093.178,2181.783,1690.012,1440.702,1130.156,867.856,626.279,546.098,452.806,355.949,313.598,190.385,78.206,180.845,16.080,103.381,59.916,17.214,70.140,60.172,18.225,32.380,0.000,0.000,33.865,0.000,0.000,3.695,0.000,0.000,0.000,0.000,1.832,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.856,0.000,0.000,0.000,0.000,3.952,0.000,0.000,0.000,0.000,0.000,0.000
 46.1,2.691,0.000,0.000,0.000,0.000,2.529,79.935,49.035,35.841,18.490,15.883,24.645,34.899,17336.791,9139.338,148399.261,71924.717,43897.646,27275.174,19596.300,13186.174,9191.970,6851.706,4836.232,3822.082,2767.040,2095.591,1899.493,1598.574,1198.345,858.917,568.373,646.943,429.930,386.152,299.260,120.287,176.965,145.243,122.547,6.259,42.301,0.000,48.542,9.141,0.000,24.283,0.000,0.000,0.000,0.000,43.566,0.000,0.000,17.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.338,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
 47.8,5.494,0.000,2.568,2.748,2.439,2.527,78.425,43.101,31.531,37.720,37.843,23.854,23.837,17257.864,8747.446,159743.012,78583.066,48535.170,31145.265,22294.815,15776.901,11212.422,9138.503,6438.581,5031.954,3926.834,3064.923,2578.852,1900.312,1396.014,1409.929,1041.637,950.613,654.017,651.105,509.015,483.904,394.531,316.014,246.056,269.548,151.618,105.907,102.040,73.525,0.000,37.486,18.618,73.390,0.000,9.830,0.000,47.920,0.000,0.935,7.894,4.882,13.971,0.000,0.000,11.421,0.000,0.000,0.000,0.000,0.000,13.683,0.000,0.000,0.000,0.000,0.000,0.000,2.534,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
 49.6,0.000,2.684,2.537,2.446,2.148,2.388,55.415,23.433,25.718,23.562,25.739,23.211,19.978,17143.979,9216.991,171946.754,87778.181,56340.442,36618.110,26630.332,18643.792,14367.436,11582.356,8447.857,6882.987,5486.289,4133.444,3638.782,2692.271,2363.009,1979.509,1987.379,1472.442,1276.553,1194.322,1109.589,729.038,471.088,542.555,424.875,452.716,421.820,249.241,261.175,162.486,229.573,162.250,286.397,209.209,213.433,172.011,110.984,96.748,45.324,66.642,62.507,83.260,79.997,29.925,29.811,17.021,28.481,2.140,43.576,18.295,40.302,0.000,23.263,20.984,0.000,27.812,20.466,20.877,7.678,2.593,13.965,7.855,3.671,28.813,15.881,26.084,22.234,32.641,10.456,27.846,10.655,3.992
 51.4,0.000,2.627,0.000,0.000,0.000,2.630,59.559,30.665,30.938,38.723,10.174,22.944,19.851,16711.385,8570.529,185453.075,97213.983,64696.074,43142.019,31006.864,22373.508,17650.458,14291.609,10270.477,8751.957,7242.483,5161.840,4687.759,3826.102,3384.543,2635.429,2231.741,1972.196,1822.214,1902.431,1405.256,1211.995,916.976,869.670,797.126,739.432,523.058,385.757,459.892,358.298,415.260,416.711,350.984,269.677,190.887,257.568,229.675,228.768,148.122,132.372,69.301,156.578,94.973,84.985,102.255,52.690,77.183,77.092,80.934,75.938,81.973,23.270,88.413,110.282,17.500,50.906,35.475,28.270,58.068,49.776,35.467,15.902,26.664,25.679,0.000,8.318,13.135,27.219,19.737,22.492,20.745,40.282
 53.3,4.993,2.557,0.000,4.856,2.497,2.418,49.591,20.132,30.256,15.163,9.885,22.767,9.913,15292.004,8526.706,198030.732,106139.554,70430.053,49842.286,35391.398,25596.827,20716.383,17287.154,12583.649,10637.683,9194.726,7261.911,5735.778,5073.622,4479.283,3759.838,3148.489,2711.921,2407.788,2134.020,1718.832,1596.563,1307.526,1179.583,1131.753,972.341,775.361,625.261,778.100,545.781,660.692,549.082,481.800,497.693,403.455,337.827,307.574,258.807,256.553,202.924,201.410,201.022,205.292,191.319,169.496,131.209,105.503,148.629,140.366,94.274,110.653,85.853,95.789,127.242,78.466,45.342,71.279,95.382,51.135,51.552,68.932,67.035,70.939,24.266,31.751,42.245,63.675,36.973,43.435,49.223,60.314,58.020
 55.2,7.363,0.000,0.000,2.341,7.470,2.386,35.938,8.544,14.627,9.697,29.980,9.831,16.951,13812.744,8570.061,214949.694,116971.662,79434.329,55735.702,41980.728,30503.942,24438.361,20410.356,15312.820,12963.977,10999.351,8825.821,7008.374,6618.731,5605.186,4622.183,4066.184,3578.303,2789.223,2935.516,2299.903,2089.656,1563.763,1466.218,1292.504,1385.122,1129.701,1027.019,1055.955,866.074,781.550,739.401,680.502,746.406,582.878,468.836,442.903,472.377,360.910,316.925,226.785,340.108,248.091,302.865,210.069,255.903,190.584,196.165,226.883,162.657,135.645,248.916,141.137,227.141,140.682,102.265,85.908,114.227,59.614,56.531,107.771,129.465,77.346,82.985,58.021,71.543,93.013,71.158,53.525,59.529,59.330,58.613
 57.3,4.528,2.455,2.178,2.336,0.000,2.380,24.067,23.307,9.226,28.117,14.383,6.779,21.794,12925.836,7787.092,231942.297,129093.799,88845.626,62763.319,47038.119,35215.844,28490.393,24267.871,18110.213,16115.179,13326.370,10657.095,8713.662,7895.533,6710.651,5981.009,5243.417,4545.526,3716.909,3596.162,2988.157,2573.371,2260.348,1926.648,1973.275,1877.529,1502.316,1457.349,1615.673,1200.326,1161.173,943.692,859.524,884.040,799.861,778.547,684.563,689.849,562.981,451.796,519.190,500.658,423.427,500.532,447.868,343.152,227.120,223.324,316.688,267.216,253.688,200.201,193.520,275.971,211.755,176.562,87.471,143.218,178.862,159.412,137.118,144.633,131.108,96.496,120.284,127.596,114.367,94.248,122.400,122.836,56.395,81.068
 59.4,6.919,2.407,2.311,0.000,2.270,2.229,38.542,22.758,16.517,8.136,21.242,9.276,16.549,12368.773,7822.812,248198.173,141833.846,98177.783,69261.115,54280.764,41219.439,32649.004,28003.443,21375.606,18499.320,15421.527,13568.764,11022.608,9944.750,8098.641,7561.692,6511.629,6039.278,5107.781,4407.232,3821.932,3684.514,3100.255,2708.241,2588.968,2363.294,2206.166,2009.800,1842.307,1869.933,1374.475,1409.267,1319.679,1195.607,1129.281,1031.531,906.241,908.191,811.960,669.356,618.250,721.330,592.328,625.634,635.744,504.567,450.479,387.527,472.841,355.818,379.493,345.306,270.616,297.134,269.405,291.570,177.164,220.803,332.207,186.155,217.316,181.879,117.495,153.823,215.353,216.812,137.827,106.633,196.562,119.334,161.346,108.475
 61.5,0.000,2.245,4.509,2.363,0.000,0.000,29.752,1.616,11.611,11.288,10.793,9.321,4.345,13006.449,7467.176,261980.220,156088.380,108825.469,77310.098,62093.321,47643.359,37865.279,32014.639,25192.542,22373.644,18492.401,14921.672,13256.865,12518.798,9714.362,9378.234,8339.723,7277.210,6721.680,6181.409,4831.636,4736.170,3656.624,3415.569,3440.636,3141.477,2602.561,2727.036,2334.389,2260.772,1900.569,1766.968,1865.525,1689.100,1357.265,1445.870,1308.096,1112.852,1202.554,824.272,1012.058,903.484,824.285,720.267,730.716,591.792,633.760,590.593,607.189,620.189,443.853,509.241,562.134,397.097,368.237,439.850,403.369,460.560,320.615,297.737,257.065,244.538,285.580,288.048,214.648,276.915,240.317,153.975,193.279,192.655,211.914,149.641
 63.8,1.489,0.000,0.000,0.000,0.000,0.000,18.231,8.989,11.377,16.179,8.904,2.168,8.424,12016.305,7179.096,284267.388,172290.192,119123.031,89025.475,69974.519,54095.265,42512.372,37474.805,29819.414,25256.777,22003.948,19216.518,16655.542,14612.833,11717.303,11552.698,10351.817,9111.439,8190.481,7697.617,5869.698,5903.718,4865.038,4708.130,4158.915,4071.175,3557.017,3246.713,3040.880,2875.940,2703.206,2621.298,2304.802,1996.967,1888.479,1903.999,1643.043,1597.082,1528.045,1249.844,1300.720,1195.573,1039.589,1057.954,1020.683,779.185,969.216,838.871,787.065,715.744,669.765,603.668,561.206,623.893,522.469,539.354,483.672,522.708,476.395,387.641,393.355,375.548,353.389,287.334,417.732,385.179,319.935,259.507,267.722,305.402,298.168,268.551
 66.1,2.034,2.146,2.158,0.000,0.000,4.468,33.278,2.002,4.076,13.172,10.848,6.436,8.326,10881.715,7084.923,305475.206,188446.575,133414.067,99306.233,79083.350,62119.693,49547.686,44010.797,34119.561,29961.928,26722.158,22722.563,19359.185,17817.011,14075.334,14326.487,12610.070,11230.537,10079.012,8548.151,7521.727,7860.740,6141.515,5842.295,5463.500,4934.150,4623.195,4303.035,4027.815,3412.220,3491.274,3081.012,3013.130,2670.540,2586.401,2433.267,1924.633,1834.232,2138.944,1657.265,1742.950,1438.461,1466.065,1422.584,1370.290,1114.201,1249.106,982.685,1143.039,909.632,896.760,1003.209,825.248,808.390,728.448,700.295,701.814,612.635,698.194,614.173,572.812,539.203,595.486,516.609,440.112,412.179,364.922,345.714,411.856,397.476,372.217,313.233
 68.5,0.000,0.000,2.096,0.000,0.000,0.000,6.320,8.287,15.014,9.776,8.274,8.694,4.203,10309.829,6885.191,329451.398,206711.954,145670.759,112497.588,86078.836,70134.634,56743.238,49744.954,39255.016,34766.552,31055.307,26960.305,22763.920,21046.262,17259.861,16974.844,15752.626,13818.091,11922.350,10421.833,9421.278,8616.552,7433.853,7151.651,6661.173,6427.648,5759.446,5389.252,4911.803,4745.706,4093.708,3742.830,3704.088,3169.791,3115.284,3032.354,2497.761,2407.016,2645.676,2073.578,2107.165,2051.950,1898.901,1633.483,1647.137,1401.720,1596.454,1337.274,1297.750,1191.519,1181.687,1141.938,1076.037,955.291,1037.259,977.692,855.230,838.548,860.726,768.426,629.202,715.795,750.569,753.043,623.134,625.936,554.071,455.862,549.944,539.531,561.337,540.041
 71.0,0.000,0.000,0.741,0.000,6.163,4.401,8.620,6.165,8.647,1.910,9.424,5.866,12.259,9604.106,0.000,337704.795,208571.256,147882.374,113671.894,88272.026,71589.107,54942.330,50165.275,39580.686,33443.392,29946.572,27049.716,23396.936,21330.170,17228.478,16684.385,14841.059,13064.489,12418.681,10438.951,8599.854,8724.162,7711.624,7177.282,7053.700,5803.688,5473.450,5053.635,5082.581,4311.928,4207.118,3648.061,3252.537,2919.159,3195.152,2956.973,2595.066,2286.758,2638.136,2476.933,1871.938,1777.963,1793.213,1774.645,1669.577,1547.341,1587.881,1513.642,1313.794,1462.112,1197.593,1103.165,943.288,936.566,1084.052,856.944,704.942,804.932,647.065,672.335,832.784,628.422,686.359,580.938,590.776,473.982,587.914,470.179,533.592,487.335,515.958,443.073
 73.7,0.000,0.000,1.715,4.169,2.071,0.000,7.527,5.789,6.420,8.592,1.856,10.011,11.908,8961.410,0.000,342011.019,211967.918,152135.784,114518.180,90122.657,70967.852,56724.236,51296.090,39887.275,35862.112,30531.755,26637.637,22392.896,20403.990,16684.770,16767.433,15650.921,14069.669,12308.777,10026.245,9365.195,8943.678,7916.982,7567.864,6645.402,6181.954,5824.087,5289.334,4852.983,4518.400,3906.628,3639.070,3045.990,2869.829,3073.354,3098.563,2464.954,2510.413,2391.527,2351.591,1898.250,2040.650,1950.584,1756.799,1629.457,1558.997,1427.315,1413.805,1179.668,1089.745,1097.886,1234.834,890.360,746.667,861.728,746.380,904.314,756.911,741.503,712.579,730.194,689.547,763.751,538.017,698.615,611.346,603.360,536.461,581.811,414.709,538.609,337.257
 76.4,1.908,0.000,1.753,3.989,0.000,0.000,14.468,7.451,5.679,2.086,3.290,0.659,5.664,8657.901,0.000,367258.415,228724.855,163376.111,124191.147,96593.940,80727.384,63829.226,54752.451,45300.751,40297.233,33123.886,29773.367,26258.874,23622.142,20008.866,18730.299,17548.260,16159.922,14118.880,11708.744,10617.289,10058.490,8547.523,8791.624,7535.159,6857.737,6887.915,6679.194,5426.570,5309.948,4694.353,4223.714,4346.002,3640.378,3387.585,3335.028,2808.134,2839.389,3006.399,2767.909,2620.488,2273.344,2144.632,2082.324,1733.719,2023.595,1719.790,1664.232,1260.397,1576.409,1330.005,1154.538,1276.761,1061.976,1183.437,904.162,1095.421,784.087,928.098,912.003,751.840,743.512,921.920,898.652,680.508,770.221,645.133,559.615,528.785,600.897,554.528,529.221
 79.1,0.000,0.000,0.000,0.000,0.834,1.883,9.475,6.015,1.265,0.837,1.836,3.122,4.041,8263.008,0.000,383663.817,240006.856,175804.778,133147.236,109099.380,88153.027,67527.889,61422.041,46214.012,43675.670,37001.041,33722.963,29294.089,25736.906,21893.838,21480.486,19663.127,18461.648,16531.847,15211.471,12520.598,11013.156,10648.474,9783.364,8896.283,7510.355,7284.201,6614.479,5922.951,5876.538,5253.640,4912.633,4825.644,4188.264,4410.895,3778.159,3576.945,3396.349,3070.120,3151.057,3009.769,2516.472,2742.499,2461.027,2125.152,1944.910,2054.604,1796.489,1581.585,1674.660,1507.374,1462.836,1477.130,1189.496,1120.204,1228.207,1339.307,1098.792,1068.315,1137.072,933.830,748.227,810.123,822.378,834.570,701.841,591.541,684.834,694.497,682.510,638.415,679.300
 82.0,1.850,0.000,1.909,1.951,0.000,0.000,5.646,5.992,3.966,3.289,0.000,0.000,0.000,8176.085,0.000,401537.687,254348.581,189601.280,145703.679,115756.390,95868.615,77947.698,66890.231,55142.303,47523.641,40776.150,35532.021,32676.951,27524.487,25291.804,24521.295,22639.996,20817.352,17907.182,16400.562,13502.382,12272.077,12131.474,11207.112,8953.700,8382.879,9073.558,7939.274,6400.706,6690.851,5958.124,5727.334,5489.160,4740.528,4769.888,4278.871,3974.656,3335.600,3627.207,3679.565,3521.576,2623.559,2995.540,2500.588,2309.806,2224.827,2339.526,2136.641,1702.790,1986.962,1687.335,1606.676,1783.257,1181.122,1537.077,1514.602,1453.062,1102.941,1454.505,1266.754,1047.801,924.708,1056.597,984.906,1023.351,1062.001,876.891,876.487,890.288,746.643,740.658,781.134
 85.1,2.782,0.000,1.645,0.000,0.000,0.804,1.619,9.226,3.678,12.080,3.757,6.121,3.369,7691.468,0.000,427547.928,273205.179,203503.806,154651.389,126689.161,105868.618,84859.485,74387.434,58353.970,53838.827,49062.667,39580.666,36058.621,31139.803,27629.941,28580.373,25079.220,22138.797,19923.127,18554.319,15823.518,14425.995,13814.072,12323.555,10563.701,9823.858,9228.342,9093.159,7245.296,7580.277,6953.691,5941.746,6481.632,5960.094,5425.841,4717.798,4256.976,3985.971,3953.041,3904.647,3638.664,3259.371,3076.970,2930.992,2608.905,2490.331,2637.341,2697.764,2148.210,2042.506,2268.516,1965.082,1825.110,1543.445,1744.961,1537.327,1837.765,1311.867,1358.204,1284.842,1177.990,1025.725,1461.138,1318.355,1073.114,861.226,948.671,931.549,854.317,794.963,822.320,766.391
 88.2,1.295,0.000,0.000,0.000,1.279,1.216,4.041,7.197,1.210,7.157,2.024,0.000,1.083,7375.300,0.000,461626.883,294912.096,218673.973,171077.793,134894.164,115580.483,94045.880,83601.833,63614.603,60007.038,53277.619,43336.202,39858.255,34773.201,30445.848,31181.435,27249.979,25254.571,22604.120,20225.573,18484.151,15630.441,15344.493,14637.517,12415.082,11162.307,10228.402,9431.409,9408.225,8358.303,8088.592,6958.192,6399.068,5983.160,5818.990,5131.009,4983.018,4488.570,4465.725,4479.132,4556.362,3549.572,3874.882,3342.905,2842.221,2738.935,2506.781,2801.776,2243.067,2176.135,2399.975,2232.286,2322.884,1940.579,1785.628,1629.985,1903.358,1541.485,1484.309,1384.033,1600.498,1397.739,1544.153,1303.840,1042.411,961.173,1005.421,1022.618,929.399,941.064,820.640,1178.712
 91.4,1.415,0.943,1.764,0.000,0.000,3.891,1.868,2.838,1.138,1.087,7.423,1.080,2.623,7122.790,0.000,484509.752,321468.111,235173.770,185829.796,153830.576,125397.044,102751.291,90536.349,72144.500,67257.641,61019.502,50146.261,45619.201,37242.025,37853.201,34391.899,30253.986,28883.913,24028.920,22932.695,20352.207,18165.488,17678.946,15773.887,13545.826,11797.479,12496.781,11483.930,10308.573,9630.222,9065.896,7371.256,7047.228,6986.122,7252.444,5620.515,5992.709,5615.367,4862.568,5425.319,4778.975,4209.713,4395.035,3939.863,3204.871,3843.789,2870.117,3126.109,2855.683,2670.404,2492.401,2256.587,2220.312,2160.049,2124.478,1933.336,2106.633,1656.662,1883.077,1767.815,1675.856,1682.444,1437.814,1575.655,1253.482,1207.573,1175.906,1330.062,1234.908,1047.320,1040.314,1151.208
 94.7,5.506,2.897,2.668,1.499,0.000,1.918,1.648,1.052,1.173,0.000,0.000,0.706,5.231,7004.963,0.000,511958.180,339105.747,251583.452,195413.020,165964.703,135530.875,112894.862,99475.356,77291.561,76332.065,69153.807,55817.296,50688.211,44487.730,41448.427,38432.814,33954.662,31759.009,27829.983,24758.094,23758.256,20836.327,18848.715,16878.083,15741.162,14090.673,13959.005,13394.233,11899.550,10260.117,9976.229,8463.026,8863.340,8587.710,7618.976,7064.882,6903.320,6336.835,5523.938,5784.558,5446.395,4893.005,5256.112,4467.205,3961.915,3949.597,3315.883,3165.268,3285.217,2808.271,2977.409,3016.868,2281.675,2107.655,2385.757,2499.948,2393.523,2194.772,2161.649,1707.576,1857.052,1652.955,1599.392,1650.848,1260.582,1440.492,1415.791,1227.730,1368.173,1105.499,1072.943,1203.152
 98.2,0.000,0.000,0.000,1.619,1.951,0.000,5.174,1.482,2.768,3.165,3.480,2.362,3.583,6771.255,0.000,539325.982,372110.653,271797.795,217829.210,180251.548,149332.462,126000.499,109316.501,90164.238,83426.252,73747.661,61701.005,57971.091,50962.383,42950.210,43234.104,37890.297,35781.341,30827.247,29805.483,26464.236,21342.306,21523.633,19518.313,17648.935,14312.965,16571.565,14490.058,13798.781,12602.372,11400.840,10530.616,9333.123,9650.231,8202.148,7428.153,7851.952,7534.498,5785.956,6478.672,5788.984,5655.298,5481.566,4884.645,4302.411,4717.951,3665.605,3972.158,3837.314,3424.010,3393.874,2710.757,2862.798,2863.283,2544.757,2924.561,2444.315,2439.324,2265.226,2112.712,2264.877,1898.672,1926.763,1813.505,1823.785,1740.848,1837.806,1612.629,1365.426,1261.282,1314.340,1518.081
101.8,0.958,0.000,0.814,2.311,0.000,0.000,1.147,3.511,3.115,7.520,3.163,0.946,0.797,6229.281,0.000,570792.963,391744.272,297860.150,233771.908,202372.037,161349.260,138931.225,121830.016,102382.525,93512.517,85006.461,70030.848,66231.722,57440.990,51134.333,46931.601,41078.362,40474.212,35902.141,35281.824,28410.344,27548.203,24130.694,22055.337,20791.278,17769.241,17634.151,16460.742,15768.427,13001.815,13502.457,12175.273,11734.686,10931.900,9984.655,8579.774,9492.328,8824.645,6676.643,7862.186,6960.175,6540.910,6169.945,5712.438,4696.867,6058.402,4440.836,4398.716,3989.577,3631.455,3677.845,3372.502,3228.544,3355.028,2865.723,3203.929,3142.899,2848.309,2918.601,2267.577,2479.145,2129.360,1826.365,1803.779,1962.260,1900.104,1684.310,1812.316,1913.561,1593.081,1575.527,1500.451
105.5,3.909,0.000,7.587,3.105,1.955,0.000,0.877,1.418,0.000,0.000,7.897,3.480,4.283,5739.947,0.000,601420.464,416428.548,319740.905,252097.195,218201.079,173348.443,153480.600,135720.151,113875.941,105958.966,98353.358,76236.849,73365.236,61075.841,57053.330,53980.264,49482.794,45089.253,39773.373,37056.696,34227.394,30119.788,28015.476,25118.463,22475.114,21871.911,20313.082,19034.304,17467.712,16072.631,15072.636,13920.600,13493.714,12957.598,10954.221,9716.279,9967.541,10013.631,8287.284,8359.967,8065.003,7614.628,7249.828,5691.191,5730.608,6310.424,5274.746,4963.058,4855.708,4222.940,4049.158,4162.714,3946.662,3996.505,3243.798,3806.829,3477.502,3264.130,3188.240,2953.957,2460.842,2468.535,2181.251,2542.584,2318.953,2301.233,1910.697,2002.185,1909.616,1982.383,1737.248,2020.786
109.4,2.878,1.576,1.389,0.000,0.000,1.530,5.243,2.426,0.000,0.000,0.000,3.035,4.235,5529.187,0.000,637853.268,449149.937,340987.385,272410.912,236528.318,196279.246,166541.288,148128.519,126081.360,114041.282,106345.253,88285.386,80806.420,71490.817,64451.095,60316.950,54115.276,51574.738,44512.799,42988.625,36250.253,34580.246,29953.717,27424.749,25129.074,22446.002,22819.991,21626.552,20688.826,18389.567,16950.552,15759.246,15518.121,14913.983,13513.315,11359.570,11543.983,11363.443,10098.271,9206.668,8728.299,7879.841,7789.538,7523.255,6635.226,6663.100,5890.893,5988.617,5657.582,5322.319,4944.811,4366.827,4739.792,4605.504,4538.436,4472.957,3585.207,3703.582,3436.534,3090.650,3061.962,2838.986,2804.964,2790.756,2293.768,2290.072,2291.955,2285.305,2046.275,1926.878,2094.539,2072.995
113.4,0.496,0.000,0.000,1.084,0.000,3.363,1.756,4.272,2.599,0.000,3.858,5.214,2.827,5108.747,0.000,669042.355,477382.917,367391.190,292988.577,256942.431,210955.574,179587.859,164259.137,137676.866,125932.326,119168.978,99299.061,88953.520,80414.421,70705.947,68307.827,62938.888,58521.184,50752.037,48784.494,42341.021,39083.877,36449.289,31431.215,30341.444,27220.108,24457.224,23425.361,23682.740,20302.691,20511.204,18003.376,16634.706,16020.313,15812.160,13758.264,13779.886,12969.256,11488.645,10547.622,9947.971,9769.141,9158.801,8350.407,8392.066,7913.257,7069.405,6735.984,7304.862,5995.647,6032.945,5800.578,5318.498,5281.265,4426.642,5295.889,4540.457,4152.380,3851.896,3628.548,3835.129,3528.654,3351.583,3092.999,2716.616,2851.255,2823.537,3060.621,2565.963,2412.134,2635.458,2275.249
117.6,1.756,1.067,3.082,1.923,5.190,0.000,3.845,1.135,3.125,4.875,0.888,3.657,0.575,4821.070,0.000,713896.175,507715.945,393548.899,325725.821,266564.621,233483.412,194101.829,179538.170,154917.311,141465.688,136652.673,106698.637,100723.894,91798.910,81156.559,74411.448,69709.943,66444.129,57276.840,52305.803,47215.614,45572.470,39756.548,37506.618,34649.991,31598.668,30267.044,28152.908,26786.360,24746.693,23495.991,21103.247,18881.028,19223.262,17473.839,16725.219,14785.690,14729.732,13657.305,12085.902,11666.921,11527.820,10913.588,9981.097,9442.281,8773.538,8498.851,8285.024,8167.650,6774.433,6362.559,6421.676,5889.466,6225.072,5459.773,5454.876,4920.820,5035.150,4236.523,3981.706,4415.559,4523.004,4004.053,4139.134,3704.934,3644.066,3419.551,3462.502,2764.538,2591.317,2759.337,2722.230
